Date,Description,Transaction_ID,Amount,Category,Type
01 Apr 2025,VIDEO STREAMING #7483,T2504060,₹33.08,Entertainment,Debit
04 Apr 2025,GENERAL EXPENSE BILL,T2504065,₹114.63,Miscellaneous,Debit
05 Apr 2025,PHONE RECHARGE TXN,T2504017,₹118.67,Utilities,Debit
08 Apr 2025,EDUCATIONAL SUPPLIES BILL,T2504093,₹49.58,Education,Debit
09 Apr 2025,SHADOWFAX TECHNOLOGIES PRIVATE LIMITED TXN,T2504055,₹164.88,Online Services,Debit
05 Apr 2025,ZEPTONOW BILL,T2504032,₹107.69,Grocery & Convenience,Debit
09 Apr 2025,PROVISION STORE PAYMENT,T2504082,₹75.45,Grocery & Convenience,Debit
08 Apr 2025,GARMENT SHOP PAYMENT,T2504063,₹147.02,Shopping,Debit
10 Apr 2025,TAXI FARE,T2504045,₹41.99,Transport,Debit
05 Apr 2025,JEWELLERY STORE,T2504004,₹176.5,Shopping,Debit
03 Apr 2025,HOTEL DINING BILL,T2504032,₹70.16,Food & Dining,Debit
05 Apr 2025,ONLINE GAMING BILL,T2504057,₹150.58,Entertainment,Debit
01 Apr 2025,SHAVING PAYMENT,T2504074,₹46.66,Personal Care,Debit
05 Apr 2025,RAJAN KUMARI,T2504043,₹302.33,P2P Transfer,Debit
03 Apr 2025,STATIONERY SHOP BILL,T2504083,₹172.21,Shopping,Debit
07 Apr 2025,SRM GOODFOODS ONLINE,T2504031,₹51.75,Food & Dining,Debit
10 Apr 2025,CASH WITHDRAWAL,T2504018,₹185.88,Miscellaneous,Debit
07 Apr 2025,SRMGF COUNTER 1 ONLINE,T2504034,₹109.81,Education,Debit
05 Apr 2025,PETROL PUMP PAYMENT,T2504052,₹38.68,Transport,Debit
10 Apr 2025,TUITION FEE #3546,T2504004,₹186.18,Education,Debit
01 Apr 2025,PHONE RECHARGE BILL,T2504091,₹58.9,Utilities,Debit
10 Apr 2025,DIGINET CAFE,T2504030,₹169.93,Online Services,Debit
06 Apr 2025,ROYAL BIRIYANI ONLINE,T2504042,₹81.25,Food & Dining,Debit
04 Apr 2025,SPA SERVICE TXN,T2504100,₹116.94,Personal Care,Debit
01 Apr 2025,FUEL PURCHASE PAYMENT,T2504007,₹146.64,Transport,Debit
03 Apr 2025,TEA STALL BILL,T2504090,₹136.81,Food & Dining,Debit
01 Apr 2025,BAHARI DHABA BILL,T2504047,₹27.43,Food & Dining,Debit
10 Apr 2025,DOCTOR VISIT BILL,T2504072,₹45.72,Healthcare,Debit
01 Apr 2025,ADARSH KUMAR JHA,T2504081,₹262.21,P2P Transfer,Debit
10 Apr 2025,AMUSEMENT PARK BILL,T2504000,₹137.76,Entertainment,Debit
06 Apr 2025,WEBSITE PAYMENT ONLINE,T2504071,₹31.8,Online Services,Debit
06 Apr 2025,STATIONERY SHOP PAYMENT,T2504041,₹191.9,Shopping,Debit
01 Apr 2025,PG ACCOMMODATION #2484,T2504093,₹1600.63,Housing,Debit
08 Apr 2025,PARKING FEE TXN,T2504013,₹161.96,Transport,Debit
07 Apr 2025,TUITION FEE PAYMENT,T2504090,₹84.54,Education,Debit
10 Apr 2025,ROOM RENT,T2504060,₹888.55,Housing,Debit
09 Apr 2025,UBER RIDE TXN,T2504040,₹124.13,Transport,Debit
08 Apr 2025,MOVIE TICKET ONLINE,T2504075,₹53.55,Entertainment,Debit
01 Apr 2025,CABLE TV BILL,T2504032,₹29.83,Utilities,Debit
07 Apr 2025,STOMILAR ONLINE,T2504055,₹64.0,Miscellaneous,Debit
01 Apr 2025,CHEMIST,T2504065,₹182.82,Healthcare,Debit
04 Apr 2025,COLLEGE FEE #7409,T2504058,₹23.19,Education,Debit
02 Apr 2025,MRS SUNEENA DEVI,T2504060,₹1099.62,P2P Transfer,Credit
05 Apr 2025,CHARMINAR BRIYANI BILL,T2504049,₹151.19,Food & Dining,Debit
02 Apr 2025,P R M STORES ONLINE,T2504058,₹149.21,Grocery & Convenience,Debit
01 Apr 2025,TEA STALL BILL,T2504016,₹139.01,Food & Dining,Debit
02 Apr 2025,SMALL PURCHASE BILL,T2504056,₹171.84,Miscellaneous,Debit
04 Apr 2025,PETROL PUMP PAYMENT,T2504064,₹158.75,Transport,Debit
07 Apr 2025,JEEVA HOTEL 2 ONLINE,T2504098,₹77.59,Food & Dining,Debit
09 Apr 2025,SUPERMARKET #1410,T2504009,₹149.5,Grocery & Convenience,Debit
02 Apr 2025,BARBER SHOP,T2504013,₹104.55,Personal Care,Debit
05 Apr 2025,FOOTWEAR STORE TXN,T2504086,₹142.94,Shopping,Debit
08 Apr 2025,PARKING FEE #4861,T2504024,₹149.44,Transport,Debit
04 Apr 2025,LEMON TREE #7450,T2504051,₹120.33,Miscellaneous,Debit
07 Apr 2025,MEDICINE PURCHASE,T2504037,₹43.02,Healthcare,Debit
05 Apr 2025,ATM WITHDRAWAL PAYMENT,T2504018,₹61.41,Miscellaneous,Debit
03 Apr 2025,INTERNET BILL TXN,T2504041,₹14.86,Utilities,Debit
07 Apr 2025,ONLINE PAYMENT ONLINE,T2504063,₹97.29,Online Services,Debit
07 Apr 2025,TAXI FARE BILL,T2504045,₹14.64,Transport,Debit
05 Apr 2025,PG ACCOMMODATION BILL,T2504076,₹1932.73,Housing,Debit
09 Apr 2025,SUPERMARKET #4643,T2504040,₹93.99,Grocery & Convenience,Debit
04 Apr 2025,SHOPPING,T2504053,₹172.6,Shopping,Debit
05 Apr 2025,AUTO RICKSHAW ONLINE,T2504098,₹195.24,Transport,Debit
09 Apr 2025,SRI MAHA LADIES HOSTEL,T2504010,₹587.6,Housing,Debit
01 Apr 2025,SHAM EGE SHOP PAYMENT,T2504056,₹44.04,Grocery & Convenience,Debit
02 Apr 2025,SHARE AUTO BILL,T2504006,₹64.12,Transport,Debit
08 Apr 2025,BAHARI DHABA ONLINE,T2504043,₹83.09,Food & Dining,Debit
09 Apr 2025,E-COMMERCE TXN,T2504033,₹28.78,Online Services,Debit
04 Apr 2025,UNKNOWN TRANSACTION PAYMENT,T2504046,₹75.96,Miscellaneous,Debit
07 Apr 2025,TUITION FEE,T2504007,₹36.73,Education,Debit
01 Apr 2025,MISC PAYMENT,T2504027,₹177.74,Miscellaneous,Debit
06 Apr 2025,TUITION FEE BILL,T2504090,₹71.34,Education,Debit
05 Apr 2025,CABLE TV BILL,T2504013,₹101.94,Utilities,Debit
10 Apr 2025,BEEMA STORE PAYMENT,T2504033,₹28.35,Grocery & Convenience,Debit
04 Apr 2025,PARKING FEE #8468,T2504029,₹132.5,Transport,Debit
04 Apr 2025,HOSPITAL BILL,T2504069,₹64.37,Healthcare,Debit
04 Apr 2025,PG ACCOMMODATION ONLINE,T2504086,₹1551.51,Housing,Debit
05 Apr 2025,PROTEAN EGOV TECHNOLOGIES LIMITED TXN,T2504025,₹38.0,Online Services,Debit
01 Apr 2025,SHAVING,T2504078,₹91.66,Personal Care,Debit
09 Apr 2025,PAYU,T2504067,₹45.67,Online Services,Debit
03 Apr 2025,LEMON TREE,T2504072,₹32.13,Miscellaneous,Debit
03 Apr 2025,MOVIE TICKET PAYMENT,T2504058,₹72.98,Entertainment,Debit
07 Apr 2025,MEDICAL STORE,T2504074,₹145.16,Healthcare,Debit
07 Apr 2025,RAPIDO TXN,T2504070,₹54.55,Transport,Debit
04 Apr 2025,PG ACCOMMODATION PAYMENT,T2504061,₹1760.28,Housing,Debit
08 Apr 2025,DHABA,T2504086,₹60.88,Food & Dining,Debit
04 Apr 2025,MOVIE TICKET,T2504046,₹99.74,Entertainment,Debit
01 Apr 2025,COURSE PAYMENT ONLINE,T2504010,₹71.04,Education,Debit
03 Apr 2025,BEEMA STORE 2 ONLINE,T2504045,₹63.92,Grocery & Convenience,Debit
01 Apr 2025,TAXI FARE TXN,T2504034,₹12.02,Transport,Debit
05 Apr 2025,LANDLORD PAYMENT PAYMENT,T2504069,₹1632.58,Housing,Debit
07 Apr 2025,AL SHIFA MEDICAL BILL,T2504076,₹38.96,Healthcare,Debit
01 Apr 2025,EDUCATIONAL SUPPLIES,T2504024,₹187.83,Education,Debit
10 Apr 2025,GAJALAKSHMI RAJESHKANNAN,T2504034,₹381.6,P2P Transfer,Debit
01 Apr 2025,UBER RIDE,T2504100,₹90.27,Transport,Debit
04 Apr 2025,LANDLORD PAYMENT BILL,T2504100,₹896.07,Housing,Debit
03 Apr 2025,SHADOWFAX TECHNOLOGIES PRIVATE LIMITED,T2504042,₹153.82,Online Services,Debit
04 Apr 2025,TAILOR PAYMENT,T2504032,₹42.47,Shopping,Debit
08 Apr 2025,LOCAL TRANSPORT #7809,T2504029,₹95.18,Transport,Debit
09 Apr 2025,JEEVA HOTEL 2 PAYMENT,T2504053,₹38.22,Food & Dining,Debit
01 Apr 2025,DIGINET CAFE ONLINE,T2504014,₹103.86,Online Services,Debit
02 Apr 2025,INTERNET CAFE #2941,T2504069,₹102.76,Online Services,Debit
07 Apr 2025,MEHULKUMAR,T2504042,₹155.23,P2P Transfer,Debit
01 Apr 2025,METRO FARE BILL,T2504043,₹18.81,Transport,Debit
07 Apr 2025,BHAIYA,T2504044,₹1184.09,P2P Transfer,Credit
03 Apr 2025,ONLINE GAMING ONLINE,T2504000,₹25.01,Entertainment,Debit
02 Apr 2025,LIBRARY FEE PAYMENT,T2504002,₹176.29,Education,Debit
03 Apr 2025,COURSE PAYMENT BILL,T2504053,₹103.37,Education,Debit
04 Apr 2025,DIGINET CAFE BILL,T2504009,₹81.48,Online Services,Debit
02 Apr 2025,UBER RIDE ONLINE,T2504077,₹22.07,Transport,Debit
10 Apr 2025,ATM WITHDRAWAL TXN,T2504035,₹112.92,Miscellaneous,Debit
09 Apr 2025,CODEXINTERN #6289,T2504061,₹123.04,Online Services,Debit
10 Apr 2025,LAB TEST TXN,T2504021,₹100.13,Healthcare,Debit
09 Apr 2025,ELECTRONICS SHOP,T2504098,₹96.62,Shopping,Debit
08 Apr 2025,ANNAI MARY STORE ONLINE,T2504037,₹184.38,Grocery & Convenience,Debit
02 Apr 2025,FUEL PURCHASE BILL,T2504028,₹24.83,Transport,Debit
06 Apr 2025,MOVIE TICKET #6341,T2504030,₹91.08,Entertainment,Debit
02 Apr 2025,MEDICAL STORE,T2504055,₹145.85,Healthcare,Debit
03 Apr 2025,TAILOR BILL,T2504074,₹38.56,Shopping,Debit
09 Apr 2025,PHONE RECHARGE ONLINE,T2504007,₹120.71,Utilities,Debit
08 Apr 2025,SUPERMARKET PAYMENT,T2504005,₹148.59,Grocery & Convenience,Debit
08 Apr 2025,PHARMACY ONLINE,T2504027,₹185.79,Healthcare,Debit
01 Apr 2025,GAS BILL #3577,T2504012,₹124.21,Utilities,Debit
02 Apr 2025,PHONE RECHARGE ONLINE,T2504042,₹138.12,Utilities,Debit
03 Apr 2025,LEMON TREE BILL,T2504060,₹127.97,Miscellaneous,Debit
10 Apr 2025,TUITION FEE #4837,T2504018,₹110.57,Education,Debit
04 Apr 2025,ROYAL BIRIYANI ONLINE,T2504069,₹131.36,Food & Dining,Debit
01 Apr 2025,ELECTRIC BILL,T2504097,₹38.57,Utilities,Debit
10 Apr 2025,VIDEO STREAMING ONLINE,T2504021,₹101.83,Entertainment,Debit
08 Apr 2025,DTH RECHARGE #6621,T2504058,₹13.71,Utilities,Debit
03 Apr 2025,S KARTHICK KUMAR,T2504047,₹410.53,P2P Transfer,Debit
03 Apr 2025,UNKNOWN TRANSACTION #9547,T2504032,₹129.86,Miscellaneous,Debit
04 Apr 2025,JEWELLERY STORE,T2504029,₹173.58,Shopping,Debit
05 Apr 2025,CS PHARMACY BILL,T2504015,₹21.03,Healthcare,Debit
08 Apr 2025,ELECTRONICS SHOP PAYMENT,T2504086,₹14.49,Shopping,Debit
07 Apr 2025,E-COMMERCE TXN,T2504028,₹105.57,Online Services,Debit
07 Apr 2025,HAIR SALON #2426,T2504065,₹115.69,Personal Care,Debit
02 Apr 2025,ROYAL BIRIYANI TXN,T2504003,₹118.23,Food & Dining,Debit
02 Apr 2025,RAPIDO PAYMENT,T2504028,₹59.94,Transport,Debit
02 Apr 2025,ANNAI MARY STORE,T2504078,₹21.43,Grocery & Convenience,Debit
05 Apr 2025,COURSE PAYMENT ONLINE,T2504043,₹197.36,Education,Debit
06 Apr 2025,WEBSITE PAYMENT,T2504023,₹100.89,Online Services,Debit
01 Apr 2025,FOOD DELIVERY PAYMENT,T2504051,₹112.81,Food & Dining,Debit
04 Apr 2025,ONLINE PAYMENT PAYMENT,T2504010,₹131.78,Online Services,Debit
03 Apr 2025,BEEMA STORE #4243,T2504075,₹59.52,Grocery & Convenience,Debit
05 Apr 2025,ROYAL BIRIYANI #7998,T2504099,₹70.4,Food & Dining,Debit
10 Apr 2025,VIDEO STREAMING TXN,T2504039,₹13.98,Entertainment,Debit
01 Apr 2025,P R M STORES TXN,T2504035,₹138.36,Grocery & Convenience,Debit
06 Apr 2025,DOCTOR VISIT TXN,T2504040,₹69.38,Healthcare,Debit
03 Apr 2025,BOOKSTORE BILL,T2504085,₹126.93,Shopping,Debit
05 Apr 2025,K LAKSHMI PRIYA,T2504041,₹173.07,P2P Transfer,Credit
07 Apr 2025,ZEPTO ONLINE,T2504093,₹55.78,Grocery & Convenience,Debit
09 Apr 2025,HEALTH CHECKUP,T2504066,₹20.84,Healthcare,Debit
02 Apr 2025,MOVIE TICKET PAYMENT,T2504067,₹75.26,Entertainment,Debit
07 Apr 2025,LIBRARY FEE BILL,T2504098,₹47.42,Education,Debit
01 Apr 2025,CLINIC FEE ONLINE,T2504095,₹68.54,Healthcare,Debit
08 Apr 2025,ELECTRIC BILL TXN,T2504029,₹81.51,Utilities,Debit
10 Apr 2025,HOSTEL FEE ONLINE,T2504043,₹1455.38,Housing,Debit
09 Apr 2025,AMUSEMENT PARK #4745,T2504024,₹92.39,Entertainment,Debit
09 Apr 2025,UNKNOWN TRANSACTION ONLINE,T2504019,₹39.32,Miscellaneous,Debit
10 Apr 2025,OLA RIDE BILL,T2504014,₹15.26,Transport,Debit
05 Apr 2025,ANNAI MARY STORE PAYMENT,T2504059,₹173.83,Grocery & Convenience,Debit
06 Apr 2025,HOSTEL FEE TXN,T2504060,₹1679.16,Housing,Debit
03 Apr 2025,BARBER SHOP PAYMENT,T2504088,₹25.28,Personal Care,Debit
06 Apr 2025,INTERNET CAFE PAYMENT,T2504060,₹148.24,Online Services,Debit
06 Apr 2025,BARBER SHOP ONLINE,T2504090,₹33.64,Personal Care,Debit
03 Apr 2025,HEALTH CHECKUP #9013,T2504072,₹166.26,Healthcare,Debit
09 Apr 2025,VENKATESH S,T2504048,₹1488.57,P2P Transfer,Credit
04 Apr 2025,CS PHARMACY PAYMENT,T2504022,₹120.0,Healthcare,Debit
10 Apr 2025,MADASAMY PONRAJ STORE #3326,T2504081,₹82.29,Grocery & Convenience,Debit
05 Apr 2025,CLINIC FEE,T2504030,₹177.47,Healthcare,Debit
08 Apr 2025,SRMGF COUNTER 1 PAYMENT,T2504000,₹43.87,Education,Debit
09 Apr 2025,MUSIC STREAMING BILL,T2504007,₹172.71,Entertainment,Debit
08 Apr 2025,DOCTOR VISIT BILL,T2504044,₹97.14,Healthcare,Debit
02 Apr 2025,BUS FARE PAYMENT,T2504040,₹116.3,Transport,Debit
04 Apr 2025,LEMON TREE TXN,T2504100,₹127.97,Miscellaneous,Debit
07 Apr 2025,CHENNAI METRO RAIL LTD TXN,T2504026,₹142.3,Transport,Debit
03 Apr 2025,MESS FEE ONLINE,T2504078,₹763.88,Housing,Debit
01 Apr 2025,JEWELLERY STORE PAYMENT,T2504011,₹18.2,Shopping,Debit
06 Apr 2025,CHENNAI METRO RAIL LTD BILL,T2504076,₹60.11,Transport,Debit
08 Apr 2025,NOTEBOOK PURCHASE TXN,T2504014,₹26.41,Education,Debit
05 Apr 2025,UNKNOWN TRANSACTION,T2504037,₹25.07,Miscellaneous,Debit
05 Apr 2025,CASH WITHDRAWAL PAYMENT,T2504028,₹45.17,Miscellaneous,Debit
07 Apr 2025,SNACK SHOP ONLINE,T2504078,₹167.36,Food & Dining,Debit
10 Apr 2025,WATER BILL TXN,T2504094,₹65.16,Utilities,Debit
10 Apr 2025,GROOMING SERVICE #3191,T2504061,₹165.63,Personal Care,Debit
09 Apr 2025,WATER BILL,T2504083,₹83.4,Utilities,Debit
05 Apr 2025,COURSE PAYMENT ONLINE,T2504079,₹173.91,Education,Debit
09 Apr 2025,M MOHAMMED ABRAR,T2504041,₹348.94,P2P Transfer,Credit
07 Apr 2025,SHAVING BILL,T2504008,₹153.51,Personal Care,Debit
07 Apr 2025,PAYU BILL,T2504012,₹127.47,Online Services,Debit
01 Apr 2025,GAS BILL BILL,T2504018,₹161.01,Utilities,Debit
06 Apr 2025,SERVICE CHARGE TXN,T2504076,₹30.23,Miscellaneous,Debit
06 Apr 2025,SHUNAYNA DEVI W/O ADITYA KUMAR THAK,T2504006,₹580.69,P2P Transfer,Credit
09 Apr 2025,CS PHARMACY #8028,T2504062,₹91.5,Healthcare,Debit
08 Apr 2025,GARMENT SHOP PAYMENT,T2504004,₹114.43,Shopping,Debit
01 Apr 2025,FOOTWEAR STORE ONLINE,T2504036,₹112.79,Shopping,Debit
05 Apr 2025,SUBASH,T2504016,₹1350.58,P2P Transfer,Debit
08 Apr 2025,PAYU TXN,T2504100,₹139.44,Online Services,Debit
09 Apr 2025,SMALL PURCHASE,T2504070,₹143.27,Miscellaneous,Debit
08 Apr 2025,P SHANMUGASUNDARAM,T2504045,₹579.42,P2P Transfer,Credit
09 Apr 2025,HEALTH CHECKUP ONLINE,T2504044,₹86.89,Healthcare,Debit
09 Apr 2025,SHAM EGE SHOP,T2504061,₹128.66,Grocery & Convenience,Debit
08 Apr 2025,TAILOR BILL,T2504051,₹96.08,Shopping,Debit
02 Apr 2025,SHAVING #3477,T2504051,₹191.13,Personal Care,Debit
10 Apr 2025,PG ACCOMMODATION ONLINE,T2504089,₹1975.82,Housing,Debit
07 Apr 2025,AUTO RICKSHAW BILL,T2504055,₹18.98,Transport,Debit
09 Apr 2025,AL SHIFA MEDICAL ONLINE,T2504037,₹181.84,Healthcare,Debit
05 Apr 2025,LIBRARY FEE TXN,T2504032,₹25.38,Education,Debit
07 Apr 2025,ATTITUDE GARMENTS TRIPLICANE ONLINE,T2504063,₹106.83,Shopping,Debit
03 Apr 2025,DANISH MAMA,T2504007,₹498.71,P2P Transfer,Credit
05 Apr 2025,SHADOWFAX TECHNOLOGIES PRIVATE LIMITED TXN,T2504002,₹110.48,Online Services,Debit
06 Apr 2025,HOSTEL FEE TXN,T2504054,₹966.81,Housing,Debit
04 Apr 2025,EXAM FEE BILL,T2504084,₹152.65,Education,Debit
09 Apr 2025,CANTEEN TXN,T2504091,₹170.01,Food & Dining,Debit
01 Apr 2025,Q BITE,T2504033,₹198.21,Food & Dining,Debit
04 Apr 2025,LIBRARY FEE #4409,T2504016,₹36.36,Education,Debit
10 Apr 2025,LALITHA K,T2504020,₹872.56,P2P Transfer,Debit
09 Apr 2025,GAS BILL,T2504036,₹49.37,Utilities,Debit
02 Apr 2025,COACHING CLASS BILL,T2504026,₹107.35,Education,Debit
05 Apr 2025,ROYAL MENS BEAUTY CENTER BILL,T2504060,₹57.2,Personal Care,Debit
10 Apr 2025,INTERNET CAFE BILL,T2504069,₹152.94,Online Services,Debit
01 Apr 2025,SUBSCRIPTION SERVICE ONLINE,T2504037,₹153.1,Online Services,Debit
01 Apr 2025,METRO FARE PAYMENT,T2504063,₹85.27,Transport,Debit
07 Apr 2025,NAIL CARE TXN,T2504055,₹108.3,Personal Care,Debit
08 Apr 2025,TAXI FARE #8314,T2504058,₹40.38,Transport,Debit
07 Apr 2025,BAHARI DHABA TXN,T2504061,₹58.78,Food & Dining,Debit
06 Apr 2025,ARCHANA VESSELS TXN,T2504079,₹94.3,Shopping,Debit
10 Apr 2025,APARTMENT MAINTENANCE,T2504019,₹807.56,Housing,Debit
05 Apr 2025,PAYU #7089,T2504035,₹142.24,Online Services,Debit
06 Apr 2025,CODEXINTERN ONLINE,T2504070,₹133.81,Online Services,Debit
07 Apr 2025,BARBER SHOP PAYMENT,T2504075,₹64.39,Personal Care,Debit
04 Apr 2025,MOHAMMAD ZUBAIR ALI,T2504076,₹835.77,P2P Transfer,Credit
06 Apr 2025,ROYAL BIRIYANI,T2504008,₹108.86,Food & Dining,Debit
07 Apr 2025,SHADOWFAX TECHNOLOGIES PRIVATE LIMITED #1455,T2504053,₹122.99,Online Services,Debit
04 Apr 2025,SRMGF COUNTER 1 BILL,T2504089,₹142.17,Education,Debit
06 Apr 2025,JEWELLERY STORE,T2504059,₹43.26,Shopping,Debit
10 Apr 2025,TRAIN TICKET TXN,T2504073,₹192.04,Transport,Debit
01 Apr 2025,MEDICAL STORE ONLINE,T2504007,₹124.27,Healthcare,Debit
06 Apr 2025,HOSTEL FEE #7807,T2504088,₹680.33,Housing,Debit
03 Apr 2025,SRI AMMAN COOL DRINKS ONLINE,T2504034,₹191.99,Food & Dining,Debit
10 Apr 2025,MUNNA KUMAR,T2504015,₹129.88,P2P Transfer,Credit
08 Apr 2025,PROTEAN EGOV TECHNOLOGIES LIMITED PAYMENT,T2504075,₹191.67,Online Services,Debit
01 Apr 2025,MUSIC STREAMING ONLINE,T2504075,₹136.57,Entertainment,Debit
10 Apr 2025,SHAM EGE SHOP #3274,T2504079,₹166.9,Grocery & Convenience,Debit
09 Apr 2025,HERO CHAI TXN,T2504035,₹87.16,Food & Dining,Debit
04 Apr 2025,D PREMILA,T2504074,₹441.25,P2P Transfer,Credit
07 Apr 2025,EXAM FEE #4531,T2504032,₹174.31,Education,Debit
02 Apr 2025,TAILOR BILL,T2504028,₹170.33,Shopping,Debit
03 Apr 2025,ZEPTO MARKETPLACE PRIVATE LIMITED BILL,T2504096,₹134.34,Grocery & Convenience,Debit
04 Apr 2025,ONLINE PAYMENT,T2504024,₹22.32,Online Services,Debit
07 Apr 2025,E-COMMERCE BILL,T2504043,₹69.84,Online Services,Debit
01 Apr 2025,SHARE AUTO BILL,T2504006,₹64.05,Transport,Debit
03 Apr 2025,MOBILE BILL PAYMENT,T2504025,₹83.85,Utilities,Debit
06 Apr 2025,FOOD COUNTER,T2504034,₹170.97,Food & Dining,Debit
01 Apr 2025,HOTEL AKSHAYA IN TXN,T2504086,₹122.17,Food & Dining,Debit
02 Apr 2025,JEEVA HOTEL 2 BILL,T2504046,₹65.22,Food & Dining,Debit
04 Apr 2025,ATTITUDE GARMENTS TRIPLICANE,T2504020,₹63.98,Shopping,Debit
09 Apr 2025,SHADOWFAX TECHNOLOGIES PRIVATE LIMITED TXN,T2504026,₹155.55,Online Services,Debit
01 Apr 2025,GENERAL STORE PAYMENT,T2504076,₹179.83,Grocery & Convenience,Debit
01 Apr 2025,NOTEBOOK PURCHASE BILL,T2504072,₹55.86,Education,Debit
01 Apr 2025,PERSONAL TRANSFER,T2504100,₹1461.14,P2P Transfer,Credit
03 Apr 2025,JEEVA HOTEL 2 TXN,T2504008,₹158.64,Food & Dining,Debit
02 Apr 2025,MUSIC STREAMING TXN,T2504021,₹16.05,Entertainment,Debit
01 Apr 2025,NAIL CARE #9309,T2504090,₹73.44,Personal Care,Debit
01 Apr 2025,BEAUTY PARLOUR #2242,T2504089,₹199.9,Personal Care,Debit
02 Apr 2025,CASH DEPOSIT TXN,T2504016,₹16.68,Miscellaneous,Debit
05 Apr 2025,ANNAI MARY STORE TXN,T2504059,₹91.72,Grocery & Convenience,Debit
02 Apr 2025,NAIL CARE BILL,T2504047,₹45.87,Personal Care,Debit
07 Apr 2025,LANDLORD PAYMENT,T2504054,₹1158.91,Housing,Debit
09 Apr 2025,VIDEO STREAMING ONLINE,T2504080,₹97.63,Entertainment,Debit
03 Apr 2025,DOCTOR VISIT PAYMENT,T2504091,₹192.05,Healthcare,Debit
10 Apr 2025,GENERAL EXPENSE,T2504043,₹120.74,Miscellaneous,Debit
01 Apr 2025,TAILOR ONLINE,T2504084,₹55.78,Shopping,Debit
01 Apr 2025,MRS SUNEENA DEVI,T2504013,₹890.04,P2P Transfer,Credit
04 Apr 2025,PG ACCOMMODATION BILL,T2504020,₹622.85,Housing,Debit
03 Apr 2025,SHAVING,T2504092,₹192.38,Personal Care,Debit
08 Apr 2025,BIRIYANI SHOP BILL,T2504072,₹26.61,Food & Dining,Debit
07 Apr 2025,SRI MAHA LADIES HOSTEL #5935,T2504002,₹1297.31,Housing,Debit
05 Apr 2025,APARTMENT MAINTENANCE TXN,T2504094,₹1948.24,Housing,Debit
07 Apr 2025,LANDLORD PAYMENT TXN,T2504085,₹1985.66,Housing,Debit
01 Apr 2025,HEALTH CHECKUP,T2504054,₹110.4,Healthcare,Debit
03 Apr 2025,NAIL CARE BILL,T2504003,₹121.73,Personal Care,Debit
07 Apr 2025,CANTEEN ONLINE,T2504066,₹108.22,Food & Dining,Debit
07 Apr 2025,CASH WITHDRAWAL PAYMENT,T2504049,₹115.14,Miscellaneous,Debit
01 Apr 2025,ANNAI MARY STORE #8638,T2504048,₹93.43,Grocery & Convenience,Debit
04 Apr 2025,HOSPITAL BILL #5358,T2504027,₹198.52,Healthcare,Debit
01 Apr 2025,CLOTHING STORE PAYMENT,T2504082,₹153.92,Shopping,Debit
01 Apr 2025,NAIL CARE PAYMENT,T2504004,₹174.45,Personal Care,Debit
02 Apr 2025,MR SRIMANTA CHATTERJEE,T2504055,₹1008.42,P2P Transfer,Credit
04 Apr 2025,COLLEGE FEE PAYMENT,T2504012,₹47.24,Education,Debit
01 Apr 2025,COLLEGE FEE,T2504034,₹34.92,Education,Debit
04 Apr 2025,WEBSITE PAYMENT #8970,T2504073,₹47.99,Online Services,Debit
01 Apr 2025,AMUSEMENT PARK ONLINE,T2504011,₹55.48,Entertainment,Debit
05 Apr 2025,WATER BILL,T2504020,₹195.98,Utilities,Debit
01 Apr 2025,BEAUTY PARLOUR BILL,T2504078,₹92.24,Personal Care,Debit
05 Apr 2025,MADASAMY PONRAJ STORE #4634,T2504071,₹159.3,Grocery & Convenience,Debit
07 Apr 2025,M MOHAMMED ABRAR,T2504085,₹674.46,P2P Transfer,Debit
04 Apr 2025,SMALL PURCHASE #7517,T2504056,₹197.6,Miscellaneous,Debit
08 Apr 2025,TUITION FEE BILL,T2504051,₹76.64,Education,Debit
06 Apr 2025,STOMILAR ONLINE,T2504007,₹21.61,Miscellaneous,Debit
03 Apr 2025,DAILY NEEDS PAYMENT,T2504002,₹144.94,Grocery & Convenience,Debit
06 Apr 2025,INTERNET BILL ONLINE,T2504053,₹117.27,Utilities,Debit
03 Apr 2025,SMALL PURCHASE ONLINE,T2504067,₹65.24,Miscellaneous,Debit
08 Apr 2025,LAB TEST,T2504087,₹130.39,Healthcare,Debit
10 Apr 2025,SANMUGARAJA C,T2504057,₹1312.35,P2P Transfer,Debit
03 Apr 2025,RENT PAYMENT ONLINE,T2504088,₹1197.57,Housing,Debit
03 Apr 2025,UNKNOWN TRANSACTION BILL,T2504064,₹30.66,Miscellaneous,Debit
04 Apr 2025,LEMON TREE #1209,T2504093,₹104.6,Miscellaneous,Debit
10 Apr 2025,SMALL PURCHASE ONLINE,T2504008,₹138.75,Miscellaneous,Debit
02 Apr 2025,FAST FOOD TXN,T2504027,₹23.29,Food & Dining,Debit
02 Apr 2025,GROCERY STORE TXN,T2504014,₹158.11,Grocery & Convenience,Debit
06 Apr 2025,BIRIYANI SHOP ONLINE,T2504008,₹33.55,Food & Dining,Debit
02 Apr 2025,RESTAURANT ONLINE,T2504007,₹136.31,Food & Dining,Debit
05 Apr 2025,CLINIC FEE,T2504017,₹128.58,Healthcare,Debit
08 Apr 2025,RAJAN KUMARI,T2504066,₹732.27,P2P Transfer,Debit
