date,description,transactionId,amount,category,transactionType
06 Apr 2025,mobile bill txn,T2504052,192.60,Utilities,debit
01 Apr 2025,vehicle insurance txn,T2504031,134.83,Insurance,debit
04 Apr 2025,cash deposit,T2504029,95.16,Miscellaneous,debit
07 Apr 2025,equipment purchase,T2504079,175.76,Business Expenses,debit
06 Apr 2025,sports equipment online,T2504066,22.95,Health & Fitness,debit
03 Apr 2025,loan repayment #6419,T2504032,10.33,Financial Services,debit
01 Apr 2025,ruvan stationery #9378,T2504053,170.44,Shopping,debit
04 Apr 2025,vignesh,T2504043,414.28,P2P Transfer,debit
10 Apr 2025,course payment bill,T2504069,91.18,Education,debit
02 Apr 2025,business service txn,T2504100,22.26,Business Expenses,debit
03 Apr 2025,room rent,T2504007,1596.52,Housing,debit
10 Apr 2025,s balasubramani,T2504038,407.74,P2P Transfer,debit
10 Apr 2025,workout gear,T2504025,165.03,Health & Fitness,debit
10 Apr 2025,health checkup payment,T2504001,18.97,Healthcare,debit
01 Apr 2025,event ticket online,T2504082,114.66,Entertainment,debit
06 Apr 2025,online payment,T2504086,58.04,Online Services,debit
04 Apr 2025,community support online,T2504056,63.65,Charity & Donations,debit
05 Apr 2025,reliance digital,T2504078,109.84,Online Shopping,debit
07 Apr 2025,property tax,T2504026,41.12,Legal & Government,debit
10 Apr 2025,sanni kumar,T2504016,271.76,P2P Transfer,credit
02 Apr 2025,donation #2595,T2504028,94.61,Charity & Donations,debit
10 Apr 2025,notebook purchase txn,T2504066,98.21,Education,debit
05 Apr 2025,credit card payment online,T2504020,78.25,Financial Services,debit
07 Apr 2025,online marketplace online,T2504083,85.30,Online Shopping,debit
10 Apr 2025,website payment online,T2504004,84.06,Online Services,debit
05 Apr 2025,health insurance #5924,T2504070,194.37,Insurance,debit
10 Apr 2025,travel expense bill,T2504012,1272.97,Travel,debit
10 Apr 2025,cash withdrawal #4496,T2504045,165.54,Miscellaneous,debit
02 Apr 2025,unidentified payment bill,T2504069,37.29,Miscellaneous,debit
04 Apr 2025,tour package payment,T2504085,1441.30,Travel,debit
06 Apr 2025,snack shop,T2504043,101.19,Food & Dining,debit
09 Apr 2025,al shifa medical txn,T2504017,93.35,Healthcare,debit
02 Apr 2025,health insurance payment,T2504071,20.86,Insurance,debit
04 Apr 2025,upi transaction fee #6312,T2504078,143.13,Financial Services,debit
10 Apr 2025,delivery charge payment,T2504012,148.71,Online Shopping,debit
01 Apr 2025,amusement park online,T2504097,145.54,Entertainment,debit
07 Apr 2025,amusement park payment,T2504061,151.73,Entertainment,debit
08 Apr 2025,chennai metro rail ltd bill,T2504076,100.27,Transport,debit
02 Apr 2025,upi transaction fee #9538,T2504013,77.52,Financial Services,debit
02 Apr 2025,college fee #5846,T2504039,156.18,Education,debit
05 Apr 2025,tata cliq #1484,T2504084,110.73,Online Shopping,debit
03 Apr 2025,mehulkumar,T2504065,402.91,P2P Transfer,debit
10 Apr 2025,codexintern payment,T2504063,182.55,Online Services,debit
06 Apr 2025,library fee,T2504062,120.89,Education,debit
01 Apr 2025,online gaming payment,T2504071,192.44,Entertainment,debit
10 Apr 2025,movie ticket txn,T2504005,159.35,Entertainment,debit
01 Apr 2025,life insurance payment,T2504030,169.95,Insurance,debit
06 Apr 2025,local transport #9982,T2504062,110.25,Transport,debit
03 Apr 2025,stationery shop bill,T2504015,132.23,Shopping,debit
10 Apr 2025,tailor bill,T2504043,22.10,Shopping,debit
03 Apr 2025,subscription service txn,T2504098,149.03,Online Services,debit
08 Apr 2025,stomilar bill,T2504097,115.70,Miscellaneous,debit
04 Apr 2025,mobile bill online,T2504041,137.20,Utilities,debit
02 Apr 2025,e-commerce purchase,T2504045,128.03,Online Shopping,debit
01 Apr 2025,internet bill online,T2504041,111.76,Utilities,debit
03 Apr 2025,license fee payment,T2504050,90.46,Legal & Government,debit
05 Apr 2025,bus booking,T2504089,766.41,Travel,debit
07 Apr 2025,website payment bill,T2504073,97.99,Online Services,debit
07 Apr 2025,sri maha ladies hostel,T2504085,1955.73,Housing,debit
08 Apr 2025,mobile bill online,T2504017,155.07,Utilities,debit
04 Apr 2025,fitness coach txn,T2504052,108.19,Health & Fitness,debit
09 Apr 2025,room rent txn,T2504017,827.07,Housing,debit
03 Apr 2025,policy payment #1833,T2504012,62.22,Insurance,debit
04 Apr 2025,crowd funding online,T2504000,36.12,Charity & Donations,debit
02 Apr 2025,registration fee,T2504098,72.86,Legal & Government,debit
01 Apr 2025,app purchase bill,T2504003,21.32,Online Services,debit
02 Apr 2025,provision store payment,T2504096,123.69,Grocery & Convenience,debit
09 Apr 2025,upi transaction fee bill,T2504100,56.13,Financial Services,debit
07 Apr 2025,rohit kumar,T2504096,973.43,P2P Transfer,debit
08 Apr 2025,insurance premium,T2504098,40.43,Insurance,debit
04 Apr 2025,bus booking payment,T2504023,1757.15,Travel,debit
07 Apr 2025,apartment maintenance payment,T2504018,1300.36,Housing,debit
06 Apr 2025,auto rickshaw online,T2504060,127.91,Transport,debit
05 Apr 2025,insurance premium payment,T2504009,127.10,Insurance,debit
10 Apr 2025,crowd funding payment,T2504000,125.10,Charity & Donations,debit
10 Apr 2025,road tax payment,T2504090,130.03,Legal & Government,debit
10 Apr 2025,general expense bill,T2504055,196.33,Miscellaneous,debit
08 Apr 2025,fine payment bill,T2504079,179.34,Legal & Government,debit
03 Apr 2025,stomilar bill,T2504010,198.53,Miscellaneous,debit
03 Apr 2025,protean egov technologies limited,T2504069,113.88,Online Services,debit
02 Apr 2025,business travel payment,T2504088,32.54,Business Expenses,debit
04 Apr 2025,hotel booking online,T2504064,1786.95,Travel,debit
03 Apr 2025,barber shop online,T2504087,122.36,Personal Care,debit
09 Apr 2025,pet supplies #1744,T2504099,41.88,Pets,debit
06 Apr 2025,dog care payment,T2504028,175.66,Pets,debit
03 Apr 2025,workout gear txn,T2504093,10.50,Health & Fitness,debit
03 Apr 2025,tuition fee payment,T2504083,170.26,Education,debit
09 Apr 2025,app purchase bill,T2504036,86.38,Online Services,debit
05 Apr 2025,donation,T2504023,22.10,Charity & Donations,debit
03 Apr 2025,tuition fee bill,T2504041,127.61,Education,debit
03 Apr 2025,royal mens beauty center payment,T2504038,80.67,Personal Care,debit
08 Apr 2025,sri maha ladies hostel online,T2504022,1860.74,Housing,debit
10 Apr 2025,beema store bill,T2504081,125.44,Grocery & Convenience,debit
03 Apr 2025,annai mary store,T2504035,134.02,Grocery & Convenience,debit
01 Apr 2025,ruvan stationery,T2504071,89.41,Shopping,debit
03 Apr 2025,event ticket bill,T2504082,107.87,Entertainment,debit
09 Apr 2025,fast food payment,T2504017,33.06,Food & Dining,debit
10 Apr 2025,chill cafe ramapuram online,T2504026,174.15,Food & Dining,debit
05 Apr 2025,pg accommodation online,T2504062,1090.87,Housing,debit
04 Apr 2025,zeptonow txn,T2504079,75.04,Grocery & Convenience,debit
06 Apr 2025,canteen bill,T2504043,134.11,Food & Dining,debit
10 Apr 2025,bigbasket bill,T2504083,113.98,Online Shopping,debit
05 Apr 2025,internet cafe payment,T2504024,109.97,Online Services,debit
07 Apr 2025,video streaming bill,T2504097,125.07,Entertainment,debit
03 Apr 2025,ngo contribution #2304,T2504038,94.88,Charity & Donations,debit
10 Apr 2025,footwear store bill,T2504036,26.11,Shopping,debit
10 Apr 2025,gajalakshmi rajeshkannan,T2504078,1134.05,P2P Transfer,debit
04 Apr 2025,ruvan stationery txn,T2504037,105.87,Shopping,debit
05 Apr 2025,spa service txn,T2504011,133.65,Personal Care,debit
08 Apr 2025,saraswathi ramesh,T2504039,1491.82,P2P Transfer,credit
06 Apr 2025,pet food txn,T2504087,23.79,Pets,debit
06 Apr 2025,archana vessels #8226,T2504067,14.11,Shopping,debit
05 Apr 2025,website payment,T2504022,115.68,Online Services,debit
02 Apr 2025,educational supplies payment,T2504013,18.84,Education,debit
02 Apr 2025,restaurant bill,T2504013,187.72,Food & Dining,debit
07 Apr 2025,mess fee #5758,T2504029,1533.27,Housing,debit
01 Apr 2025,road tax,T2504056,48.34,Legal & Government,debit
05 Apr 2025,tata cliq payment,T2504090,197.59,Online Shopping,debit
08 Apr 2025,pet grooming #6092,T2504047,113.32,Pets,debit
06 Apr 2025,local transport txn,T2504031,91.84,Transport,debit
06 Apr 2025,registration fee,T2504060,192.87,Legal & Government,debit
06 Apr 2025,life insurance #1017,T2504055,181.54,Insurance,debit
05 Apr 2025,hair salon bill,T2504098,20.17,Personal Care,debit
09 Apr 2025,donation bill,T2504059,66.55,Charity & Donations,debit
10 Apr 2025,license fee online,T2504005,30.56,Legal & Government,debit
07 Apr 2025,atm withdrawal online,T2504077,68.43,Miscellaneous,debit
05 Apr 2025,gym membership,T2504038,88.60,Health & Fitness,debit
02 Apr 2025,penalty charge #1416,T2504046,63.26,Legal & Government,debit
05 Apr 2025,q bite #5058,T2504037,111.68,Food & Dining,debit
01 Apr 2025,subscription service txn,T2504025,172.47,Online Services,debit
01 Apr 2025,sham ege shop txn,T2504051,141.71,Grocery & Convenience,debit
06 Apr 2025,pet supplies,T2504096,32.26,Pets,debit
03 Apr 2025,music streaming #5028,T2504036,131.09,Entertainment,debit
07 Apr 2025,grooming service payment,T2504085,20.41,Personal Care,debit
09 Apr 2025,policy payment,T2504049,40.04,Insurance,debit
08 Apr 2025,notebook purchase,T2504068,144.30,Education,debit
04 Apr 2025,taxi fare txn,T2504050,198.64,Transport,debit
01 Apr 2025,water bill online,T2504011,35.11,Utilities,debit
10 Apr 2025,red bus payment,T2504001,1972.84,Travel,debit
08 Apr 2025,rapido online,T2504078,133.04,Transport,debit
05 Apr 2025,business service online,T2504055,149.09,Business Expenses,debit
04 Apr 2025,sri maha ladies hostel bill,T2504012,1836.82,Housing,debit
03 Apr 2025,life insurance payment,T2504003,138.98,Insurance,debit
09 Apr 2025,government service #7715,T2504080,21.25,Legal & Government,debit
09 Apr 2025,protean egov technologies limited txn,T2504045,199.60,Online Services,debit
03 Apr 2025,gym membership online,T2504075,22.53,Health & Fitness,debit
02 Apr 2025,cab hire txn,T2504025,773.57,Travel,debit
07 Apr 2025,srmgf counter 1 payment,T2504100,17.34,Education,debit
09 Apr 2025,general expense payment,T2504014,176.66,Miscellaneous,debit
04 Apr 2025,red bus payment,T2504012,1613.22,Travel,debit
07 Apr 2025,pet supplies #9419,T2504083,15.99,Pets,debit
02 Apr 2025,fine payment bill,T2504003,98.95,Legal & Government,debit
02 Apr 2025,insurance premium #5854,T2504016,193.00,Insurance,debit
10 Apr 2025,snapdeal payment,T2504096,21.91,Online Shopping,debit
06 Apr 2025,medical store bill,T2504040,108.97,Healthcare,debit
01 Apr 2025,diginet cafe online,T2504079,116.26,Online Services,debit
04 Apr 2025,barber shop,T2504040,91.42,Personal Care,debit
09 Apr 2025,vet visit payment,T2504043,137.83,Pets,debit
03 Apr 2025,irctc ticket online,T2504083,1963.30,Travel,debit
04 Apr 2025,mobile bill #4732,T2504083,183.06,Utilities,debit
05 Apr 2025,m mohammed abrar,T2504054,811.96,P2P Transfer,credit
07 Apr 2025,shaving,T2504025,166.71,Personal Care,debit
06 Apr 2025,uber ride txn,T2504077,161.57,Transport,debit
02 Apr 2025,cash deposit txn,T2504095,144.83,Miscellaneous,debit
09 Apr 2025,crowd funding online,T2504007,26.22,Charity & Donations,debit
05 Apr 2025,flipkart payment,T2504057,42.10,Online Shopping,debit
09 Apr 2025,jeeva hotel 2 payment,T2504023,29.88,Food & Dining,debit
06 Apr 2025,charminar briyani txn,T2504024,138.40,Food & Dining,debit
08 Apr 2025,sports equipment,T2504095,85.47,Health & Fitness,debit
07 Apr 2025,karthik balaji venkatesan,T2504005,174.17,P2P Transfer,credit
04 Apr 2025,zepto marketplace private limited online,T2504047,101.21,Grocery & Convenience,debit
08 Apr 2025,internet bill bill,T2504074,30.22,Utilities,debit
02 Apr 2025,hostel fee,T2504099,1310.80,Housing,debit
10 Apr 2025,online retail txn,T2504072,68.49,Online Shopping,debit
03 Apr 2025,service charge txn,T2504047,191.37,Financial Services,debit
07 Apr 2025,water bill bill,T2504021,97.21,Utilities,debit
05 Apr 2025,jeeva hotel 2 #3086,T2504050,155.50,Food & Dining,debit
07 Apr 2025,coaching class #9754,T2504015,137.12,Education,debit
03 Apr 2025,hotel akshaya in online,T2504063,14.18,Food & Dining,debit
06 Apr 2025,water bill online,T2504094,88.41,Utilities,debit
10 Apr 2025,music streaming txn,T2504074,191.82,Entertainment,debit
03 Apr 2025,muzafar basha,T2504050,558.66,P2P Transfer,credit
10 Apr 2025,jewellery store online,T2504030,50.28,Shopping,debit
05 Apr 2025,music streaming #9923,T2504084,39.73,Entertainment,debit
05 Apr 2025,online payment txn,T2504057,83.87,Online Services,debit
07 Apr 2025,karthik balaji venkatesan,T2504086,248.45,P2P Transfer,debit
06 Apr 2025,business service bill,T2504017,20.94,Business Expenses,debit
08 Apr 2025,uber ride bill,T2504049,13.12,Transport,debit
04 Apr 2025,equipment purchase payment,T2504096,159.25,Business Expenses,debit
04 Apr 2025,software subscription,T2504066,196.54,Business Expenses,debit
05 Apr 2025,college fee payment,T2504025,99.62,Education,debit
07 Apr 2025,animal medicine bill,T2504076,106.32,Pets,debit
06 Apr 2025,room rent payment,T2504075,1107.11,Housing,debit
10 Apr 2025,s karthick kumar,T2504036,53.57,P2P Transfer,credit
06 Apr 2025,apartment maintenance bill,T2504024,1781.82,Housing,debit
01 Apr 2025,pet supplies bill,T2504085,123.79,Pets,debit
01 Apr 2025,retail #7865,T2504020,165.83,Shopping,debit
03 Apr 2025,cash deposit,T2504042,189.92,Miscellaneous,debit
01 Apr 2025,garment shop online,T2504036,83.61,Shopping,debit
07 Apr 2025,hotel booking online,T2504074,1179.58,Travel,debit
09 Apr 2025,business service txn,T2504088,182.75,Business Expenses,debit
04 Apr 2025,life insurance online,T2504066,77.00,Insurance,debit
04 Apr 2025,online payment payment,T2504086,35.84,Online Services,debit
03 Apr 2025,royal mens beauty center payment,T2504061,161.64,Personal Care,debit
04 Apr 2025,amusement park #7490,T2504040,82.04,Entertainment,debit
07 Apr 2025,naresh mahendran,T2504081,968.51,P2P Transfer,debit
03 Apr 2025,penalty charge #5993,T2504088,32.33,Legal & Government,debit
07 Apr 2025,fine payment,T2504036,42.20,Legal & Government,debit
07 Apr 2025,flight booking payment,T2504079,731.62,Travel,debit
04 Apr 2025,dth recharge,T2504069,81.60,Utilities,debit
10 Apr 2025,unidentified payment online,T2504037,140.55,Miscellaneous,debit
01 Apr 2025,mess bill,T2504039,32.60,Food & Dining,debit
07 Apr 2025,game zone,T2504100,29.33,Entertainment,debit
10 Apr 2025,sanmugaraja c,T2504014,208.10,P2P Transfer,credit
01 Apr 2025,cs pharmacy txn,T2504029,84.69,Healthcare,debit
02 Apr 2025,ngo contribution payment,T2504034,36.99,Charity & Donations,debit
09 Apr 2025,general expense,T2504098,54.40,Miscellaneous,debit
05 Apr 2025,amusement park bill,T2504021,68.29,Entertainment,debit
05 Apr 2025,auto rickshaw,T2504080,174.16,Transport,debit
08 Apr 2025,cash withdrawal txn,T2504090,41.84,Financial Services,debit
05 Apr 2025,retail #7055,T2504014,53.22,Shopping,debit
04 Apr 2025,donation online,T2504001,115.11,Charity & Donations,debit
05 Apr 2025,health checkup,T2504088,56.93,Healthcare,debit
08 Apr 2025,electric bill online,T2504025,106.93,Utilities,debit
07 Apr 2025,bus booking payment,T2504078,511.68,Travel,debit
09 Apr 2025,atm withdrawal txn,T2504000,88.80,Miscellaneous,debit
05 Apr 2025,government service online,T2504018,87.88,Legal & Government,debit
03 Apr 2025,irctc ticket txn,T2504000,575.75,Travel,debit
02 Apr 2025,apartment maintenance bill,T2504048,1515.44,Housing,debit
02 Apr 2025,fitness coach,T2504031,161.86,Health & Fitness,debit
05 Apr 2025,cs pharmacy payment,T2504006,130.03,Healthcare,debit
01 Apr 2025,kirana shop online,T2504054,37.22,Grocery & Convenience,debit
01 Apr 2025,shaving payment,T2504002,173.47,Personal Care,debit
10 Apr 2025,attitude garments triplicane #2385,T2504086,177.09,Shopping,debit
07 Apr 2025,electric bill online,T2504039,48.99,Utilities,debit
05 Apr 2025,chill cafe ramapuram #1887,T2504098,174.55,Food & Dining,debit
09 Apr 2025,meesho payment,T2504050,81.51,Online Shopping,debit
06 Apr 2025,crowd funding bill,T2504061,174.11,Charity & Donations,debit
06 Apr 2025,fine payment #2434,T2504091,99.03,Legal & Government,debit
02 Apr 2025,professional fee payment,T2504038,54.41,Business Expenses,debit
01 Apr 2025,rent payment txn,T2504064,1275.43,Housing,debit
04 Apr 2025,religious donation bill,T2504044,182.36,Charity & Donations,debit
09 Apr 2025,shivang bca ds,T2504041,770.67,P2P Transfer,credit
06 Apr 2025,cash deposit,T2504018,63.57,Miscellaneous,debit
10 Apr 2025,delivery charge txn,T2504009,41.86,Online Shopping,debit
04 Apr 2025,beema store 2 bill,T2504082,39.00,Grocery & Convenience,debit
10 Apr 2025,mart payment,T2504010,79.57,Grocery & Convenience,debit
03 Apr 2025,online gaming #9828,T2504030,42.87,Entertainment,debit
07 Apr 2025,health supplement,T2504054,46.04,Health & Fitness,debit
09 Apr 2025,cash withdrawal payment,T2504005,151.36,Miscellaneous,debit
10 Apr 2025,sham ege shop txn,T2504042,114.49,Grocery & Convenience,debit
07 Apr 2025,software subscription,T2504080,158.30,Business Expenses,debit
10 Apr 2025,bus booking payment,T2504095,1918.85,Travel,debit
07 Apr 2025,cs pharmacy,T2504038,60.48,Healthcare,debit
08 Apr 2025,workout gear bill,T2504067,155.37,Health & Fitness,debit
07 Apr 2025,biriyani shop #2199,T2504036,144.14,Food & Dining,debit
08 Apr 2025,lemon tree bill,T2504074,75.28,Miscellaneous,debit
08 Apr 2025,e-commerce online,T2504031,124.93,Online Services,debit
03 Apr 2025,tailor,T2504074,195.46,Shopping,debit
10 Apr 2025,protean egov technologies limited txn,T2504086,80.78,Online Services,debit
09 Apr 2025,notebook purchase,T2504019,114.49,Education,debit
10 Apr 2025,fast food payment,T2504054,54.31,Food & Dining,debit
03 Apr 2025,royal mens beauty center txn,T2504043,198.90,Personal Care,debit
10 Apr 2025,government service #8772,T2504028,124.61,Legal & Government,debit
04 Apr 2025,local transport,T2504015,77.97,Transport,debit
06 Apr 2025,advertising cost payment,T2504041,39.70,Business Expenses,debit
07 Apr 2025,account maintenance txn,T2504027,66.56,Financial Services,debit
09 Apr 2025,goibibo online,T2504022,1150.34,Travel,debit
10 Apr 2025,office supplies payment,T2504000,127.88,Business Expenses,debit
05 Apr 2025,dth recharge,T2504009,103.37,Utilities,debit
05 Apr 2025,flipkart #9579,T2504000,166.49,Online Shopping,debit
10 Apr 2025,bhaiya,T2504033,1072.67,P2P Transfer,credit
04 Apr 2025,bus booking #2741,T2504081,797.33,Travel,debit
04 Apr 2025,apartment maintenance bill,T2504047,1205.59,Housing,debit
01 Apr 2025,credit card payment #3040,T2504012,98.27,Financial Services,debit
02 Apr 2025,tour package payment,T2504092,1571.93,Travel,debit
10 Apr 2025,penalty charge,T2504039,105.64,Legal & Government,debit
07 Apr 2025,cash withdrawal bill,T2504095,191.46,Miscellaneous,debit
05 Apr 2025,business service payment,T2504093,90.54,Business Expenses,debit
06 Apr 2025,course payment txn,T2504067,55.61,Education,debit
05 Apr 2025,course payment txn,T2504001,96.74,Education,debit
01 Apr 2025,clinic fee txn,T2504027,169.09,Healthcare,debit
01 Apr 2025,life insurance txn,T2504052,35.13,Insurance,debit
03 Apr 2025,chemist online,T2504022,17.29,Healthcare,debit
09 Apr 2025,paytm mall txn,T2504063,140.54,Online Shopping,debit
03 Apr 2025,electric bill bill,T2504047,55.86,Utilities,debit
09 Apr 2025,community support online,T2504056,24.03,Charity & Donations,debit
05 Apr 2025,advertising cost txn,T2504025,108.30,Business Expenses,debit
07 Apr 2025,nykaa online,T2504045,87.78,Online Shopping,debit
10 Apr 2025,educational supplies payment,T2504031,128.24,Education,debit
10 Apr 2025,lab test,T2504064,96.37,Healthcare,debit
06 Apr 2025,sham ege shop #3675,T2504005,47.53,Grocery & Convenience,debit
04 Apr 2025,library fee,T2504027,10.51,Education,debit
05 Apr 2025,medicine purchase bill,T2504063,188.30,Healthcare,debit
03 Apr 2025,app purchase bill,T2504067,174.41,Online Services,debit
06 Apr 2025,nykaa #3396,T2504099,118.59,Online Shopping,debit
07 Apr 2025,license fee,T2504012,101.22,Legal & Government,debit
07 Apr 2025,ngo contribution online,T2504089,49.02,Charity & Donations,debit
10 Apr 2025,fine payment online,T2504053,27.25,Legal & Government,debit
06 Apr 2025,water bill,T2504060,196.68,Utilities,debit
04 Apr 2025,fitness center #7438,T2504049,45.69,Health & Fitness,debit
02 Apr 2025,ajio #1436,T2504065,27.25,Online Shopping,debit
03 Apr 2025,mess fee online,T2504014,618.15,Housing,debit
09 Apr 2025,food counter payment,T2504038,182.34,Food & Dining,debit
01 Apr 2025,bank charge #9736,T2504044,142.10,Financial Services,debit
07 Apr 2025,educational supplies txn,T2504073,24.95,Education,debit
07 Apr 2025,yoga class txn,T2504045,22.32,Health & Fitness,debit
04 Apr 2025,flight booking #1675,T2504079,1694.45,Travel,debit
03 Apr 2025,mess fee txn,T2504078,1612.47,Housing,debit
09 Apr 2025,video streaming payment,T2504039,159.41,Entertainment,debit
03 Apr 2025,chill cafe ramapuram bill,T2504093,27.16,Food & Dining,debit
07 Apr 2025,online marketplace #9640,T2504081,50.36,Online Shopping,debit
02 Apr 2025,fuel purchase #6041,T2504086,60.65,Transport,debit
03 Apr 2025,charminar briyani,T2504018,85.38,Food & Dining,debit
08 Apr 2025,registration fee online,T2504025,51.75,Legal & Government,debit
08 Apr 2025,yoga class,T2504061,111.95,Health & Fitness,debit
03 Apr 2025,library fee online,T2504049,170.81,Education,debit
04 Apr 2025,cash withdrawal online,T2504030,118.47,Financial Services,debit
07 Apr 2025,service charge online,T2504007,116.65,Miscellaneous,debit
02 Apr 2025,business service payment,T2504037,86.02,Business Expenses,debit
10 Apr 2025,rajan kumari,T2504073,1253.11,P2P Transfer,credit
01 Apr 2025,shaikh fardeen ansari,T2504098,1349.16,P2P Transfer,debit
03 Apr 2025,pet grooming txn,T2504048,90.72,Pets,debit
04 Apr 2025,mr srimanta chatterjee,T2504052,993.58,P2P Transfer,credit
06 Apr 2025,beema store #9802,T2504011,41.26,Grocery & Convenience,debit
01 Apr 2025,movie ticket #7483,T2504053,186.00,Entertainment,debit
09 Apr 2025,clinic fee,T2504032,134.57,Healthcare,debit
02 Apr 2025,restaurant online,T2504076,21.84,Food & Dining,debit
10 Apr 2025,animal medicine online,T2504085,28.51,Pets,debit
06 Apr 2025,bank charge online,T2504026,113.25,Financial Services,debit
01 Apr 2025,service charge online,T2504038,128.34,Miscellaneous,debit
09 Apr 2025,gajalakshmi rajeshkannan,T2504013,163.30,P2P Transfer,credit
02 Apr 2025,atm withdrawal #4709,T2504088,120.92,Financial Services,debit
07 Apr 2025,service charge txn,T2504003,26.28,Financial Services,debit
10 Apr 2025,parking fee #1411,T2504098,37.40,Transport,debit
01 Apr 2025,local transport bill,T2504032,43.23,Transport,debit
07 Apr 2025,pet supplies payment,T2504014,186.06,Pets,debit
08 Apr 2025,music streaming,T2504063,139.36,Entertainment,debit
04 Apr 2025,beema store txn,T2504033,89.25,Grocery & Convenience,debit
07 Apr 2025,archana vessels #8952,T2504073,26.21,Shopping,debit
01 Apr 2025,dog care payment,T2504003,168.15,Pets,debit
03 Apr 2025,madasamy ponraj store bill,T2504048,130.40,Grocery & Convenience,debit
04 Apr 2025,health insurance payment,T2504005,159.65,Insurance,debit
08 Apr 2025,dog care payment,T2504046,175.22,Pets,debit
08 Apr 2025,shadowfax technologies private limited bill,T2504045,72.85,Online Services,debit
10 Apr 2025,myntra #9953,T2504038,20.02,Online Shopping,debit
01 Apr 2025,rent payment bill,T2504024,1737.73,Housing,debit
02 Apr 2025,gym membership txn,T2504028,191.21,Health & Fitness,debit
09 Apr 2025,charity payment txn,T2504063,14.63,Charity & Donations,debit
02 Apr 2025,payu txn,T2504052,55.01,Online Services,debit
07 Apr 2025,fardeen,T2504040,587.39,P2P Transfer,credit
01 Apr 2025,barber shop payment,T2504094,62.06,Personal Care,debit
10 Apr 2025,app purchase txn,T2504046,122.78,Online Services,debit
03 Apr 2025,credit card payment txn,T2504046,94.45,Financial Services,debit
09 Apr 2025,tax payment online,T2504046,38.82,Legal & Government,debit
08 Apr 2025,loan repayment bill,T2504002,17.17,Financial Services,debit
06 Apr 2025,delivery charge #6173,T2504089,143.02,Online Shopping,debit
08 Apr 2025,upi transaction fee,T2504037,180.85,Financial Services,debit
01 Apr 2025,beema store #1547,T2504096,140.46,Grocery & Convenience,debit
04 Apr 2025,sivagami hitler,T2504004,479.80,P2P Transfer,credit
01 Apr 2025,vet visit txn,T2504042,128.98,Pets,debit
08 Apr 2025,haircut #1352,T2504058,134.45,Personal Care,debit
08 Apr 2025,dth recharge #9954,T2504015,66.65,Utilities,debit
06 Apr 2025,crowd funding online,T2504038,33.70,Charity & Donations,debit
02 Apr 2025,myntra payment,T2504052,58.36,Online Shopping,debit
03 Apr 2025,tuition fee txn,T2504066,160.65,Education,debit
02 Apr 2025,shaikh fardeen ansari,T2504095,1019.99,P2P Transfer,credit
05 Apr 2025,religious donation #5092,T2504093,13.46,Charity & Donations,debit
09 Apr 2025,atm withdrawal payment,T2504037,90.26,Miscellaneous,debit
02 Apr 2025,exam fee online,T2504020,85.71,Education,debit
08 Apr 2025,dth recharge online,T2504008,28.26,Utilities,debit
02 Apr 2025,mart txn,T2504076,198.69,Grocery & Convenience,debit
01 Apr 2025,dog care txn,T2504058,162.82,Pets,debit
01 Apr 2025,coaching class payment,T2504012,73.92,Education,debit
07 Apr 2025,clothing store online,T2504088,188.50,Shopping,debit
09 Apr 2025,stomilar online,T2504080,149.64,Miscellaneous,debit
05 Apr 2025,pet food,T2504003,182.07,Pets,debit
09 Apr 2025,amusement park,T2504042,119.78,Entertainment,debit
10 Apr 2025,bus fare online,T2504048,146.72,Transport,debit
01 Apr 2025,hostel fee payment,T2504051,1882.89,Housing,debit
03 Apr 2025,charminar briyani #4919,T2504029,19.99,Food & Dining,debit
03 Apr 2025,upi transaction fee payment,T2504049,90.00,Financial Services,debit
01 Apr 2025,provision store,T2504011,135.85,Grocery & Convenience,debit
06 Apr 2025,health insurance bill,T2504091,170.40,Insurance,debit
04 Apr 2025,gayathri maran,T2504094,1103.01,P2P Transfer,credit
06 Apr 2025,amusement park payment,T2504068,89.36,Entertainment,debit
01 Apr 2025,clinic fee txn,T2504023,127.53,Healthcare,debit
04 Apr 2025,diginet cafe bill,T2504006,161.11,Online Services,debit
06 Apr 2025,app purchase bill,T2504009,55.07,Online Services,debit
01 Apr 2025,insurance premium bill,T2504041,136.28,Insurance,debit
04 Apr 2025,religious donation #5894,T2504098,71.71,Charity & Donations,debit
10 Apr 2025,barber shop txn,T2504078,51.29,Personal Care,debit
07 Apr 2025,charity payment,T2504058,182.95,Charity & Donations,debit
05 Apr 2025,upi transaction fee txn,T2504064,73.91,Financial Services,debit
07 Apr 2025,s karthick kumar,T2504017,360.27,P2P Transfer,credit
04 Apr 2025,sports equipment payment,T2504075,112.23,Health & Fitness,debit
09 Apr 2025,stomilar txn,T2504080,22.66,Miscellaneous,debit
03 Apr 2025,yatra,T2504007,1634.40,Travel,debit
02 Apr 2025,bank charge online,T2504023,138.29,Financial Services,debit
09 Apr 2025,health insurance txn,T2504054,126.25,Insurance,debit
07 Apr 2025,sri maha ladies hostel #6377,T2504023,1613.90,Housing,debit
02 Apr 2025,share auto txn,T2504028,62.95,Transport,debit
01 Apr 2025,music streaming txn,T2504074,64.99,Entertainment,debit
06 Apr 2025,amusement park txn,T2504060,44.72,Entertainment,debit
